declarationYear,stateName,city,after_2020_only,total_approved_Ihp_amount,total_approved_fema_assistance,incidentBeginDate
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Oklahoma City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Elmore City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Loco, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Mead, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Ratliff City, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Comanche, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Duncan, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Temple, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Walters, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Bristow, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Cushing, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Drumright, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Kellyville, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Perkins, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Yale, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Tulsa, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Chouteau, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Spavinaw, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Muskogee, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Muskogee, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Braggs, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Checotah, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Eufaula, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Haskell, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Stigler, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Hartshorne, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Boswell, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Caddo, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Calera, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Colbert, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Hugo, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Shawnee, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Seminole, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Ada, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Holdenville, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Mcloud, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Okemah, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Sasakwa, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Seminole, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Sparks, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Wanette, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Weleetka, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Wellston, Oklahoma",No,,,2005-11-27
2006,Oklahoma                      ,"Wewoka, Oklahoma",No,,,2005-11-27
2006,Texas                         ,"Arlington, Texas",No,,,2005-11-27
2006,Texas                         ,"Arlington, Texas",No,,,2005-11-27
2006,Texas                         ,"Arlington, Texas",No,,,2005-11-27
2006,Texas                         ,"Azle, Texas",No,,,2005-11-27
2006,Texas                         ,"Granbury, Texas",No,,,2005-11-27
2006,Texas                         ,"Joshua, Texas",No,,,2005-11-27
2006,Texas                         ,"Mineral Wells, Texas",No,,,2005-11-27
2006,Texas                         ,"Paradise, Texas",No,,,2005-11-27
2006,Texas                         ,"Weatherford, Texas",No,,,2005-11-27
2006,Texas                         ,"Fort Worth, Texas",No,,,2005-11-27
2006,Texas                         ,"Fort Worth, Texas",No,,,2005-11-27
2006,Texas                         ,"Fort Worth, Texas",No,,,2005-11-27
2006,Texas                         ,"Bowie, Texas",No,,,2005-11-27
2006,Texas                         ,"Nocona, Texas",No,,,2005-11-27
2006,Texas                         ,"Ringgold, Texas",No,,,2005-11-27
2006,Texas                         ,"Whitesboro, Texas",No,,,2005-11-27
2006,Texas                         ,"Stephenville, Texas",No,,,2005-11-27
2006,Texas                         ,"Carbon, Texas",No,,,2005-11-27
2006,Texas                         ,"Cross Plains, Texas",No,,,2005-11-27
2006,Texas                         ,"Gorman, Texas",No,,,2005-11-27
2006,Texas                         ,"Rising Star, Texas",No,,,2005-11-27
2006,Texas                         ,"Mountain Home, Texas",No,,,2005-11-27
2006,Texas                         ,"Alanreed, Texas",No,,,2005-11-27
2006,Texas                         ,"Mclean, Texas",No,,,2005-11-27
2006,Texas                         ,"Miami, Texas",No,,,2005-11-27
2006,Texas                         ,"Skellytown, Texas",No,,,2005-11-27
2006,Texas                         ,"Amarillo, Texas",No,,,2005-11-27
2003,California                    ,"Los Angeles, California",No,40583.729999999996,36.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,166767.61000000002,146.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,239224.01,250.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,10499.74,11.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,39157.67,53.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,60934.91,75.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,746.87,1.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,36964.76,38.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,44477.36,50.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,17186.43,22.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,101508.68999999999,107.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,69347.8,72.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,373453.29,341.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,17761.82,19.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,175343.53,190.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,493486.58999999997,460.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,221377.94999999998,182.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,53450.33,65.0,2003-10-21
2007,California                    ,"Los Angeles, California",No,,,2007-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,,,2003-10-21
2003,California                    ,"Los Angeles, California",No,1296.87,2.0,2003-10-21
2007,California                    ,"West Hollywood, California",No,,,2007-10-21
2003,California                    ,"Playa Vista, California",No,,,2003-10-21
2003,California                    ,"Bell Gardens, California",No,,,2003-10-21
2003,California                    ,"Compton, California",No,333620.72000000003,285.0,2003-10-21
2007,California                    ,"Compton, California",No,,,2007-10-21
2003,California                    ,"Compton, California",No,212291.59999999998,208.0,2003-10-21
2007,California                    ,"Compton, California",No,,,2007-10-21
2003,California                    ,"Compton, California",No,106033.45000000001,88.0,2003-10-21
2007,California                    ,"Compton, California",No,,,2007-10-21
2003,California                    ,"Culver City, California",No,,,2003-10-21
2003,California                    ,"Culver City, California",No,,,2003-10-21
2003,California                    ,"Downey, California",No,,,2003-10-21
2003,California                    ,"Downey, California",No,1597.24,2.0,2003-10-21
2003,California                    ,"Downey, California",No,6956.1,4.0,2003-10-21
2007,California                    ,"Downey, California",No,,,2007-10-21
2003,California                    ,Error,No,,,2003-10-21
2003,California                    ,"El Segundo, California",No,,,2003-10-21
2003,California                    ,"Gardena, California",No,18790.15,22.0,2003-10-21
2007,California                    ,"Gardena, California",No,,,2007-10-21
2003,California                    ,"Gardena, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Gardena, California",No,9914.62,14.0,2003-10-21
2007,California                    ,"Gardena, California",No,,,2007-10-21
2003,California                    ,"Hawthorne, California",No,113195.63,127.0,2003-10-21
2007,California                    ,"Hawthorne, California",No,,,2007-10-21
2003,California                    ,"Hermosa Beach, California",No,,,2003-10-21
2003,California                    ,"Huntington Park, California",No,,,2003-10-21
2007,California                    ,"Huntington Park, California",No,,,2007-10-21
2003,California                    ,"Lawndale, California",No,8663.24,12.0,2003-10-21
2007,California                    ,"Lawndale, California",No,,,2007-10-21
2003,California                    ,"Lynwood, California",No,21227.890000000003,21.0,2003-10-21
2007,California                    ,"Lynwood, California",No,,,2007-10-21
2003,California                    ,"Malibu, California",No,,,2003-10-21
2007,California                    ,"Malibu, California",No,,,2007-10-21
2003,California                    ,"Maywood, California",No,,,2003-10-21
2003,California                    ,"Pacific Palisades, California",No,,,2003-10-21
2003,California                    ,"Rancho Palos Verdes, California",No,,,2003-10-21
2003,California                    ,"Redondo Beach, California",No,,,2003-10-21
2007,California                    ,"Redondo Beach, California",No,,,2007-10-21
2003,California                    ,"Redondo Beach, California",No,,,2003-10-21
2003,California                    ,"South Gate, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Topanga, California",No,,,2007-10-21
2003,California                    ,"Venice, California",No,,,2003-10-21
2003,California                    ,"Marina Del Rey, California",No,,,2003-10-21
2003,California                    ,"Inglewood, California",No,21534.43,24.0,2003-10-21
2007,California                    ,"Inglewood, California",No,,,2007-10-21
2003,California                    ,"Inglewood, California",No,36547.07,40.0,2003-10-21
2007,California                    ,"Inglewood, California",No,,,2007-10-21
2003,California                    ,"Inglewood, California",No,38605.94,36.0,2003-10-21
2007,California                    ,"Inglewood, California",No,,,2007-10-21
2003,California                    ,"Inglewood, California",No,,,2003-10-21
2003,California                    ,"Inglewood, California",No,12227.84,14.0,2003-10-21
2007,California                    ,"Inglewood, California",No,,,2007-10-21
2007,California                    ,"Santa Monica, California",No,,,2007-10-21
2003,California                    ,"Santa Monica, California",No,,,2003-10-21
2003,California                    ,"Santa Monica, California",No,,,2003-10-21
2003,California                    ,"Torrance, California",No,42966.32,35.0,2003-10-21
2007,California                    ,"Torrance, California",No,,,2007-10-21
2003,California                    ,"Torrance, California",No,2344.11,2.0,2003-10-21
2007,California                    ,"Torrance, California",No,,,2007-10-21
2003,California                    ,"Torrance, California",No,,,2003-10-21
2007,California                    ,"Torrance, California",No,,,2007-10-21
2003,California                    ,"Torrance, California",No,,,2003-10-21
2007,California                    ,"Torrance, California",No,,,2007-10-21
2003,California                    ,"Torrance, California",No,,,2003-10-21
2003,California                    ,"Whittier, California",No,,,2003-10-21
2003,California                    ,"Whittier, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Whittier, California",No,,,2003-10-21
2003,California                    ,"Whittier, California",No,,,2003-10-21
2007,California                    ,"Whittier, California",No,,,2007-10-21
2007,California                    ,"Buena Park, California",No,,,2007-10-21
2007,California                    ,"Buena Park, California",No,,,2007-10-21
2003,California                    ,"La Habra, California",No,,,2003-10-21
2003,California                    ,"La Mirada, California",No,3889.6,2.0,2003-10-21
2007,California                    ,"La Mirada, California",No,,,2007-10-21
2003,California                    ,"Montebello, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Norwalk, California",No,17323.6,13.0,2003-10-21
2003,California                    ,"Pico Rivera, California",No,,,2003-10-21
2007,California                    ,"Pico Rivera, California",No,,,2007-10-21
2003,California                    ,"Pico Rivera, California",No,,,2003-10-21
2003,California                    ,"Santa Fe Springs, California",No,,,2003-10-21
2003,California                    ,"Artesia, California",No,91.42,1.0,2003-10-21
2003,California                    ,"Cerritos, California",No,2395.86,3.0,2003-10-21
2007,California                    ,"Cerritos, California",No,,,2007-10-21
2003,California                    ,"Bellflower, California",No,23528.17,34.0,2003-10-21
2007,California                    ,"Bellflower, California",No,,,2007-10-21
2003,California                    ,"Harbor City, California",No,38351.0,35.0,2003-10-21
2007,California                    ,"Harbor City, California",No,,,2007-10-21
2003,California                    ,"Lakewood, California",No,1820.82,3.0,2003-10-21
2007,California                    ,"Lakewood, California",No,,,2007-10-21
2003,California                    ,"Lakewood, California",No,327.08,1.0,2003-10-21
2007,California                    ,"Lakewood, California",No,,,2007-10-21
2003,California                    ,"Lakewood, California",No,4686.15,6.0,2003-10-21
2007,California                    ,"Lakewood, California",No,,,2007-10-21
2003,California                    ,"Hawaiian Gardens, California",No,5901.58,7.0,2003-10-21
2007,California                    ,"Hawaiian Gardens, California",No,,,2007-10-21
2003,California                    ,"Lomita, California",No,11093.76,10.0,2003-10-21
2007,California                    ,"Lomita, California",No,,,2007-10-21
2003,California                    ,"Paramount, California",No,22749.190000000002,29.0,2003-10-21
2007,California                    ,"Paramount, California",No,,,2007-10-21
2003,California                    ,"San Pedro, California",No,68717.3,68.0,2003-10-21
2007,California                    ,"San Pedro, California",No,,,2007-10-21
2003,California                    ,"San Pedro, California",No,3889.6,4.0,2003-10-21
2007,California                    ,"San Pedro, California",No,,,2007-10-21
2003,California                    ,"Wilmington, California",No,9206.93,9.0,2003-10-21
2007,California                    ,"Wilmington, California",No,,,2007-10-21
2003,California                    ,"Carson, California",No,13960.43,10.0,2003-10-21
2007,California                    ,"Carson, California",No,,,2007-10-21
2003,California                    ,"Carson, California",No,5383.34,4.0,2003-10-21
2007,California                    ,"Carson, California",No,,,2007-10-21
2003,California                    ,"Signal Hill, California",No,8231.96,7.0,2003-10-21
2007,California                    ,"Signal Hill, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,1296.87,1.0,2003-10-21
2003,California                    ,"Long Beach, California",No,181363.09,216.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,4750.23,6.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,203735.37,238.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,423781.97000000003,424.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,320772.55,306.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,22229.73,30.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,1597.24,2.0,2003-10-21
2003,California                    ,"Long Beach, California",No,92015.68,96.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,402077.64999999997,473.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,19816.11,24.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,"Long Beach, California",No,2292.36,3.0,2003-10-21
2007,California                    ,"Long Beach, California",No,,,2007-10-21
2003,California                    ,Error,No,,,2003-10-21
2003,California                    ,"Altadena, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Arcadia, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Duarte, California",No,0.0,0.0,2003-10-21
2003,California                    ,Error,No,,,2003-10-21
2003,California                    ,"Monrovia, California",No,130.66,1.0,2003-10-21
2003,California                    ,"Tujunga, California",No,,,2003-10-21
2007,California                    ,"Tujunga, California",No,,,2007-10-21
2003,California                    ,"Pasadena, California",No,,,2003-10-21
2003,California                    ,"Pasadena, California",No,2944.24,2.0,2003-10-21
2007,California                    ,"Pasadena, California",No,,,2007-10-21
2003,California                    ,"Pasadena, California",No,504.03,1.0,2003-10-21
2003,California                    ,"Pasadena, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Pasadena, California",No,,,2003-10-21
2007,California                    ,"Pasadena, California",No,,,2007-10-21
2003,California                    ,"San Marino, California",No,,,2003-10-21
2003,California                    ,"Glendale, California",No,,,2003-10-21
2007,California                    ,"Glendale, California",No,,,2007-10-21
2003,California                    ,"Glendale, California",No,,,2003-10-21
2007,California                    ,"La Crescenta, California",No,,,2007-10-21
2003,California                    ,"Glendale, California",No,,,2003-10-21
2003,California                    ,"Calabasas, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Canoga Park, California",No,,,2003-10-21
2003,California                    ,"Canoga Park, California",No,13049.61,5.0,2003-10-21
2007,California                    ,"Canoga Park, California",No,,,2007-10-21
2003,California                    ,"Winnetka, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Winnetka, California",No,,,2007-10-21
2003,California                    ,"Chatsworth, California",No,1982.08,2.0,2003-10-21
2003,California                    ,"Encino, California",No,,,2003-10-21
2003,California                    ,"Newhall, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Newhall, California",No,,,2007-10-21
2003,California                    ,"Northridge, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Northridge, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Northridge, California",No,,,2007-10-21
2003,California                    ,"Porter Ranch, California",No,135.77,1.0,2003-10-21
2003,California                    ,"Pacoima, California",No,,,2003-10-21
2007,California                    ,"Pacoima, California",No,,,2007-10-21
2003,California                    ,"Reseda, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Reseda, California",No,,,2007-10-21
2003,California                    ,"San Fernando, California",No,,,2003-10-21
2003,California                    ,"Sylmar, California",No,2423.02,2.0,2003-10-21
2007,California                    ,"Sylmar, California",No,,,2007-10-21
2003,California                    ,"North Hills, California",No,746.87,1.0,2003-10-21
2007,California                    ,"North Hills, California",No,,,2007-10-21
2003,California                    ,"Granada Hills, California",No,1525.97,1.0,2003-10-21
2007,California                    ,"Granada Hills, California",No,,,2007-10-21
2003,California                    ,"Mission Hills, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Santa Clarita, California",No,12582.5,1.0,2003-10-21
2007,California                    ,"Santa Clarita, California",No,,,2007-10-21
2003,California                    ,"Canyon Country, California",No,0.0,0.0,2003-10-21
2007,California                    ,"Canyon Country, California",No,,,2007-10-21
2003,California                    ,"Sun Valley, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Valencia, California",No,,,2003-10-21
2007,California                    ,"Valencia, California",No,,,2007-10-21
2003,California                    ,"Valencia, California",No,,,2003-10-21
2003,California                    ,"Tarzana, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Thousand Oaks, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Thousand Oaks, California",No,1841.1100000000001,3.0,2003-10-21
2003,California                    ,"Woodland Hills, California",No,,,2003-10-21
2007,California                    ,"Woodland Hills, California",No,,,2007-10-21
2003,California                    ,"Woodland Hills, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Stevenson Ranch, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Castaic, California",No,,,2003-10-21
2007,California                    ,"Castaic, California",No,,,2007-10-21
2003,California                    ,"Canyon Country, California",No,1073.95,2.0,2003-10-21
2007,California                    ,"Canyon Country, California",No,,,2007-10-21
2003,California                    ,"Santa Clarita, California",No,,,2003-10-21
2007,California                    ,"Santa Clarita, California",No,,,2007-10-21
2003,California                    ,"Van Nuys, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Panorama City, California",No,7153.18,6.0,2003-10-21
2007,California                    ,"Panorama City, California",No,,,2007-10-21
2003,California                    ,"Sherman Oaks, California",No,,,2003-10-21
2003,California                    ,"Van Nuys, California",No,,,2003-10-21
2003,California                    ,"Van Nuys, California",No,746.87,1.0,2003-10-21
2003,California                    ,"Van Nuys, California",No,,,2003-10-21
2003,California                    ,"Sherman Oaks, California",No,,,2003-10-21
2007,California                    ,"Sherman Oaks, California",No,,,2007-10-21
2003,California                    ,"Burbank, California",No,,,2003-10-21
2003,California                    ,"Burbank, California",No,,,2003-10-21
2003,California                    ,"Burbank, California",No,,,2003-10-21
2003,California                    ,"North Hollywood, California",No,,,2003-10-21
2007,California                    ,"North Hollywood, California",No,,,2007-10-21
2003,California                    ,"North Hollywood, California",No,,,2003-10-21
2003,California                    ,"Studio City, California",No,,,2003-10-21
2003,California                    ,"North Hollywood, California",No,,,2003-10-21
2003,California                    ,"North Hollywood, California",No,,,2003-10-21
2003,California                    ,"Valley Village, California",No,,,2003-10-21
2003,California                    ,"Rancho Cucamonga, California",No,36862.73,10.0,2003-10-21
2007,California                    ,"Rancho Cucamonga, California",No,,,2007-10-21
2003,California                    ,"Azusa, California",No,2049.52,1.0,2003-10-21
2003,California                    ,"Baldwin Park, California",No,,,2003-10-21
2003,California                    ,"Chino Hills, California",No,306.36,2.0,2003-10-21
2003,California                    ,"Chino, California",No,9565.91,7.0,2003-10-21
2007,California                    ,"Chino, California",No,,,2007-10-21
2003,California                    ,"Claremont, California",No,486005.75,38.0,2003-10-21
2003,California                    ,"Covina, California",No,,,2003-10-21
2007,California                    ,"Covina, California",No,,,2007-10-21
2003,California                    ,"Covina, California",No,,,2003-10-21
2007,California                    ,"Covina, California",No,,,2007-10-21
2003,California                    ,"Covina, California",No,,,2003-10-21
2003,California                    ,"Rancho Cucamonga, California",No,14948.91,16.0,2003-10-21
2007,California                    ,"Rancho Cucamonga, California",No,,,2007-10-21
2003,California                    ,"El Monte, California",No,,,2003-10-21
2003,California                    ,"El Monte, California",No,,,2003-10-21
2003,California                    ,"Rancho Cucamonga, California",No,20673.84,13.0,2003-10-21
2003,California                    ,"Rancho Cucamonga, California",No,68459.93,9.0,2003-10-21
2003,California                    ,"Glendora, California",No,,,2003-10-21
2003,California                    ,"Glendora, California",No,,,2003-10-21
2003,California                    ,"La Puente, California",No,746.87,1.0,2003-10-21
2003,California                    ,"Hacienda Heights, California",No,,,2003-10-21
2003,California                    ,"La Puente, California",No,2344.11,1.0,2003-10-21
2003,California                    ,"Rowland Heights, California",No,,,2003-10-21
2003,California                    ,"La Verne, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Mira Loma, California",No,714.44,1.0,2003-10-21
2007,California                    ,"Mira Loma, California",No,,,2007-10-21
2003,California                    ,"Monterey Park, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Monterey Park, California",No,,,2003-10-21
2003,California                    ,"Mt Baldy, California",No,5310.049999999999,8.0,2003-10-21
2003,California                    ,"Ontario, California",No,153.18,1.0,2003-10-21
2007,California                    ,"Ontario, California",No,,,2007-10-21
2003,California                    ,"Ontario, California",No,3409.58,5.0,2003-10-21
2007,California                    ,"Ontario, California",No,,,2007-10-21
2003,California                    ,"Montclair, California",No,10100.74,9.0,2003-10-21
2007,California                    ,"Montclair, California",No,,,2007-10-21
2003,California                    ,"Ontario, California",No,10319.7,4.0,2003-10-21
2007,California                    ,"Ontario, California",No,,,2007-10-21
2003,California                    ,"Diamond Bar, California",No,0.0,0.0,2003-10-21
2003,California                    ,"Pomona, California",No,1545.49,1.0,2003-10-21
2007,California                    ,"Pomona, California",No,,,2007-10-21
2003,California                    ,"Pomona, California",No,18222.12,16.0,2003-10-21
2007,California                    ,"Pomona, California",No,,,2007-10-21
2003,California                    ,"Pomona, California",No,3289.58,2.0,2003-10-21
2003,California                    ,"Pomona, California",No,,,2003-10-21
2003,California                    ,"Rosemead, California",No,,,2003-10-21
2003,California                    ,"San Dimas, California",No,0.0,0.0,2003-10-21
2007,California                    ,"San Gabriel, California",No,,,2007-10-21
2003,California                    ,"Upland, California",No,147585.19,14.0,2003-10-21
2003,California                    ,"Upland, California",No,15266.6,18.0,2003-10-21
2007,California                    ,"Upland, California",No,,,2007-10-21
2003,California                    ,"Walnut, California",No,0.0,0.0,2003-10-21
2003,California                    ,"West Covina, California",No,746.87,1.0,2003-10-21
2003,California                    ,"West Covina, California",No,,,2003-10-21
